Topic,Title,Source,Verdict,Trust Score,Red Flags,URL,Checked At
url_check,Are we heading for World War Three?,https://theweek.com,⚠️ SUSPICIOUS,65%,"Unknown or unverified source: 'https://theweek.com', Clickbait/fake keywords found: secret",https://theweek.com/92967/are-we-heading-towards-world-war-3,2026-04-04 02:07:03
